antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA', 'Entre 33 y 43 Años'})",frozenset({'ANDINA'}),0.01045267876601982,0.5312020580580923,0.006435704914810241,0.615699100572363,1.1590676113401468,1.0,0.0008832204420803919,1.2198720914786236,0.1386872133079267,0.012024432113058406,0.18024192291514235,0.31390723099089973
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA', 'Entre 43 y 54 Años'})",frozenset({'ANDINA'}),0.013029524757806391,0.5312020580580923,0.007867286021358335,0.6038045260741226,1.1366758033307365,1.0,0.0009459756544927134,1.183249110083507,0.12182905033691481,0.014667803335112696,0.15486942565338105,0.30930743579760994
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA', 'Entre 55 y 66 Años'})",frozenset({'ANDINA'}),0.017469562876324212,0.5312020580580923,0.00962791711359062,0.5511252446183953,1.0375058534847097,1.0,0.00034804936031195173,1.0443847338738521,0.03679276987775397,0.017861106706833677,0.04249845141762981,0.2846250091802004
"frozenset({'Entre 67 y 78 Años', 'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA'})",frozenset({'ANDINA'}),0.012529539714623922,0.5312020580580923,0.006858769182118483,0.5474079126875853,1.0305078912697299,1.0,0.0002030518991896534,1.0358067564232656,0.029980353912685494,0.012775407539480386,0.03456895429694776,0.28015985111874137
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA', 'Hombre'})",frozenset({'ANDINA'}),0.02275572952945852,0.5312020580580923,0.012884229958932852,0.5661971830985916,1.0658791217195778,1.0,0.0007963396002711818,1.0806705804505017,0.06324653135612805,0.02381234450894444,0.07464863197892578,0.29522602005176957
"frozenset({'Mujer', 'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA'})",frozenset({'ANDINA'}),0.04112697483408616,0.5312020580580923,0.023306995089890474,0.566708229426434,1.0668411780973535,1.0,0.001460261416320538,1.0819451782371512,0.06534061596619728,0.04245183887915937,0.075738752651652,0.30529208985500533
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA', 'ANDINA'})",frozenset({'Mujer'}),0.03619122504882333,0.5769100924331323,0.023306995089890474,0.6439957492029755,1.116284422217174,1.0,0.0024279121017055164,1.188440606031112,0.1080826039223207,0.03951715743102249,0.15856123147830137,0.3421977249729665
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA', 'CARIBE'})",frozenset({'Mujer'}),0.018973791382309077,0.5769100924331323,0.012542359843936292,0.661036036036036,1.145821584171115,1.0,0.0015961881037613937,1.2481855080378024,0.12972515645315796,0.021500886407923463,0.19883703699457292,0.34138830786772284
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA', 'Entre 25 y 32 Años'})",frozenset({'Mujer'}),0.005281893276696851,0.5769100924331323,0.0033332336212164595,0.6310679611650485,1.0938757519451672,1.0,0.0002860560827353388,1.1467963284049307,0.08627508779675501,0.0057582849169847275,0.12800557934215614,0.3184228480723947
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA', 'Entre 33 y 43 Años'})",frozenset({'Hombre'}),0.01045267876601982,0.3220672885853842,0.004213549167332601,0.40310711365494684,1.2516238933345691,1.0,0.0008470832587065785,1.1357694603562676,0.20316152549028899,0.01283419675630646,0.11953962938365961,0.20809496807392408
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA', 'Entre 33 y 43 Años'})",frozenset({'Mujer'}),0.01045267876601982,0.5769100924331323,0.006239129598687219,0.5968928863450531,1.0346376223505518,1.0,0.00020887372560888552,1.049571920799755,0.033831654643147795,0.010736320383566077,0.04723060880094998,0.303853810525361
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA', 'Entre 43 y 54 Años'})",frozenset({'Mujer'}),0.013029524757806391,0.5769100924331323,0.008589486639288569,0.6592325352574614,1.1426954457966443,1.0,0.0010726223069026982,1.2415795266327039,0.1265247404074546,0.014775066157012646,0.19457434779703026,0.3370606569295507
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA', 'Entre 55 y 66 Años'})",frozenset({'Mujer'}),0.017469562876324212,0.5769100924331323,0.011525296251821526,0.6597358121330724,1.1435678120149029,1.0,0.0014469291180749088,1.2434159181404423,0.12777595807333894,0.01977388703149745,0.19576387481388893,0.3398567209642036
"frozenset({'Entre 67 y 78 Años', 'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA'})",frozenset({'Mujer'}),0.012529539714623922,0.5769100924331323,0.00857239313353874,0.6841746248294679,1.1859293740970016,1.0,0.0013439752186304513,1.3396324071123713,0.15876876564938963,0.014757921531410244,0.2535265684147355,0.3495168870104777
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL LAN COLOMBIA', 'PACIFICO'})",frozenset({'Mujer'}),0.007781818492609196,0.5769100924331323,0.005119504972073485,0.657880285557386,1.1403514935624717,1.0,0.0006300953462044555,1.236672105424183,0.12404267464054747,0.008833244853418274,0.1913782193243564,0.3333771469490325
"frozenset({'Entre 33 y 43 Años', 'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA'})",frozenset({'ANDINA'}),0.008944176883597499,0.5312020580580923,0.005816065331378976,0.6502627806975634,1.2241345281581169,1.0,0.0010649001631763706,1.3404290880934604,0.18474874617340392,0.010884778105680719,0.2539702332017166,0.3306058282233644
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA', 'Entre 43 y 54 Años'})",frozenset({'ANDINA'}),0.012721841654309486,0.5312020580580923,0.00827325678291675,0.6503191132012093,1.2242405753821277,1.0,0.0015153883138583858,1.3406450270519301,0.1855273325921323,0.015445247554768404,0.25409039691961294,0.3329468539740007
"frozenset({'Entre 55 y 66 Años', 'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA'})",frozenset({'ANDINA'}),0.01473887533278919,0.5312020580580923,0.009320234010093716,0.6323572049869528,1.19042687315379,1.0,0.0014909130998544476,1.2751451906605993,0.16235817718852125,0.017368383330811563,0.21577557808774556,0.3249513791315843
"frozenset({'Entre 67 y 78 Años', 'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA'})",frozenset({'ANDINA'}),0.009478348938279623,0.5312020580580923,0.005559662745131556,0.5865644724977458,1.1042210089359237,1.0,0.0005247442821246862,1.1339082172597073,0.09528735995012887,0.010389548162463465,0.11809440589761352,0.2985153322627098
"frozenset({'Hombre', 'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA'})",frozenset({'ANDINA'}),0.019730179011738964,0.5312020580580923,0.011832979355318431,0.5997400909681612,1.1290244114652386,1.0,0.0013522676584281166,1.1712338192347338,0.11657969695594295,0.021949537466409836,0.14619951748542862,0.3110079723574968
"frozenset({'Mujer', 'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA'})",frozenset({'ANDINA'}),0.03514424782164636,0.5312020580580923,0.02193096787702932,0.6240272373540856,1.1747455189374323,1.0,0.0032622711052671463,1.246893361749757,0.15416999573276804,0.04028352315988602,0.19800679779327185,0.33265639249949563
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA', 'ANDINA'})",frozenset({'Mujer'}),0.03376394723234775,0.5769100924331323,0.02193096787702932,0.6495380331603595,1.1258912639592022,1.0,0.0024522059583081783,1.2072348716814094,0.1157219934967425,0.03725048994701314,0.171660773344608,0.34377628319301967
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA', 'CARIBE'})",frozenset({'Mujer'}),0.01511065908284795,0.5769100924331323,0.009533902831966565,0.6309389140271493,1.093652065205081,1.0,0.0008164111037552053,1.1463953357520644,0.08694622769472107,0.016367584699132836,0.12770056819537337,0.32373235876985795
"frozenset({'Entre 33 y 43 Años', 'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA'})",frozenset({'Mujer'}),0.008944176883597499,0.5769100924331323,0.005521202357194443,0.6172957477305303,1.0700033780429643,1.0,0.0003612164445399241,1.1055270618445119,0.06601395171280398,0.009513851047849074,0.0954540738862111,0.3134330236048967
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA', 'Entre 43 y 54 Años'})",frozenset({'Mujer'}),0.012721841654309486,0.5769100924331323,0.00831599054729132,0.6536781995297279,1.1330677138491794,1.0,0.0009766317025839619,1.2216669784932739,0.1189535210275767,0.014305457539402497,0.18144632080230547,0.33404645378446385
"frozenset({'Entre 55 y 66 Años', 'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA'})",frozenset({'Mujer'}),0.01473887533278919,0.5769100924331323,0.009653557372215361,0.6549724557842853,1.1353111418486772,1.0,0.0011505514416155355,1.2262496564690142,0.12096711183143757,0.016586999140912398,0.18450537806509973,0.33585283258395976
"frozenset({'Entre 67 y 78 Años', 'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA'})",frozenset({'Mujer'}),0.009478348938279623,0.5769100924331323,0.006324597127436359,0.6672678088367899,1.1566235668066955,1.0,0.0008564419653399801,1.271562892931318,0.13671025710358914,0.01090327761365562,0.21356622974840628,0.3391153452966107
"frozenset({'AEROVIAS DE INTEGRACION REGIONAL/LAN COLOMBIA', 'PACIFICO'})",frozenset({'Mujer'}),0.005089591337011286,0.5769100924331323,0.0033759673855910293,0.6633081444164567,1.149759994003465,1.0,0.0004397307769089787,1.2566086780851355,0.13091959293762925,0.005834478072702028,0.20420731016768467,0.33457997646078946
"frozenset({'Mujer', 'ALIADOS TRAVEL S.A.S'})",frozenset({'PACIFICO'}),0.007439948377612636,0.11363335284841906,0.00462806668176593,0.6220562894887995,5.474240387138713,1.0,0.003782640402598651,2.3452345481624657,0.823452699212422,0.039744577782670924,0.5736034160065063,0.3313921776878769
"frozenset({'PACIFICO', 'ALIADOS TRAVEL S.A.S'})",frozenset({'Mujer'}),0.006931416581555253,0.5769100924331323,0.00462806668176593,0.6676942046855734,1.157362669579166,1.0,0.0006292625010083435,1.2731944899322067,0.1369156213070253,0.007990261177512175,0.21457404355147144,0.33785818374218374
"frozenset({'Mujer', 'AMERICAN AIRLINES'})",frozenset({'ANDINA'}),0.00896981714222224,0.5312020580580923,0.0040169738512095795,0.44783230109575994,0.8430545294438316,1.0,-0.0007478114751436303,0.8490137015841798,-0.158141342499773,0.007492188994452593,-0.17783729300727885,0.22769717303289666
"frozenset({'ANDINA', 'AMERICAN AIRLINES'})",frozenset({'Mujer'}),0.006089561423376224,0.5769100924331323,0.0040169738512095795,0.6596491228070176,1.143417547134479,1.0,0.0005038444075723654,1.2430992129541991,0.1261973356639993,0.006937986212597612,0.19555897905886285,0.3333060170964296
"frozenset({'AMERICAN AIRLINES', 'CARIBE'})",frozenset({'Mujer'}),0.005239159512322281,0.5769100924331323,0.0032904998568418892,0.6280587275693311,1.0886596296495321,1.0,0.00026797585831611756,1.137518040958289,0.08186817585694638,0.005684460751382359,0.12089306367610526,0.3168811945118454
"frozenset({'Entre 25 y 32 Años', 'ASSIST CARD DE COLOMBIA'})",frozenset({'ANDINA'}),0.004704987457640156,0.5312020580580923,0.0032135790809676634,0.6830154405086286,1.2857921578947158,1.0,0.0007142800603317013,1.4789298970717495,0.2233200452433463,0.0060326985094742245,0.3238354285892933,0.34453253824232766
"frozenset({'Entre 33 y 43 Años', 'ASSIST CARD DE COLOMBIA'})",frozenset({'ANDINA'}),0.011627857286320495,0.5312020580580923,0.007320293837363839,0.62954796030871,1.185138405920601,1.0,0.0011435521160646084,1.2654753968491375,0.1580545314038147,0.013669770893682218,0.20978313565805812,0.321664290278646
"frozenset({'Entre 43 y 54 Años', 'ASSIST CARD DE COLOMBIA'})",frozenset({'ANDINA'}),0.016315751238210822,0.5312020580580923,0.010512506036144217,0.644316396018858,1.2129403232628206,1.0,0.0018455453996427604,1.3180195451650984,0.1784689866195847,0.019576168004901997,0.24128590985747672,0.3320532143000046
"frozenset({'Entre 55 y 66 Años', 'ASSIST CARD DE COLOMBIA'})",frozenset({'ANDINA'}),0.018649014773062345,0.5312020580580923,0.011644950792070322,0.6244271310724105,1.1754983279905198,1.0,0.0017385557638638378,1.2482209997769889,0.1521341122740694,0.021636600393825825,0.1988598171488357,0.32317450837840794
"frozenset({'Entre 67 y 78 Años', 'ASSIST CARD DE COLOMBIA'})",frozenset({'ANDINA'}),0.011029584585076515,0.5312020580580923,0.006585273090121236,0.5970554048818287,1.1239704286246095,1.0,0.0007263350590027808,1.1634302770692921,0.11152697364033082,0.012294068371295225,0.14047277287726836,0.30472616589773427
"frozenset({'Hombre', 'ASSIST CARD DE COLOMBIA'})",frozenset({'ANDINA'}),0.023849713897447514,0.5312020580580923,0.015003824671911524,0.6290987278265543,1.18429271551835,1.0,0.0023348075654907197,1.2639426637573847,0.1594161900148673,0.027782393669634024,0.2088248710370685,0.32867188513124906
"frozenset({'Mujer', 'ASSIST CARD DE COLOMBIA'})",frozenset({'ANDINA'}),0.04216967868482567,0.5312020580580923,0.02614451704436192,0.6199837859748681,1.1671336294165235,1.0,0.0037438969393340585,1.233626157622065,0.14950464302684163,0.0477763461012846,0.18938165033108756,0.3346007180548087
"frozenset({'ANDINA', 'ASSIST CARD DE COLOMBIA'})",frozenset({'Mujer'}),0.04114834171627345,0.5769100924331323,0.02614451704436192,0.6353723128050679,1.101336796042811,1.0,0.0024056234213564905,1.1603340130906772,0.09596118361431193,0.04416945824188518,0.13817918916606603,0.34034524781667164
"frozenset({'Punta Cana', 'ASSIST CARD DE COLOMBIA'})",frozenset({'ANDINA'}),0.005722051049754922,0.5312020580580923,0.003905866063835697,0.6825989544436146,1.2850081133702338,1.0,0.000866300769892415,1.476989280612269,0.22307122170191387,0.007327828108714824,0.3229470158473585,0.34497591823383417
"frozenset({'San Andrés', 'ASSIST CARD DE COLOMBIA'})",frozenset({'ANDINA'}),0.010444132013144905,0.5312020580580923,0.006670740618870376,0.6387070376432079,1.2023805780762975,1.0,0.0011227961988573955,1.2975562515356995,0.17009304701526654,0.012469246253634535,0.22932050243180754,0.3256324295653391
"frozenset({'Santa Marta', 'ASSIST CARD DE COLOMBIA'})",frozenset({'ANDINA'}),0.007243373061489614,0.5312020580580923,0.004098168003521262,0.5657817109144543,1.06509698584899,1.0,0.00025047332597543477,1.0796365646624098,0.06156429771317927,0.007669484409113811,0.07376238196166617,0.28674830286481334
"frozenset({'Mujer', 'ASSIST UNO ASISTENCIA AL VIAJERO S.A.S'})",frozenset({'ANDINA'}),0.006461345173434983,0.5312020580580923,0.004388757601268338,0.6792328042328042,1.2786712587595495,1.0,0.0009564777473159542,1.4614896664250812,0.21935548948472328,0.008229826107861207,0.31576662977981995,0.34374737029950014
"frozenset({'ANDINA', 'ASSIST UNO ASISTENCIA AL VIAJERO S.A.S'})",frozenset({'Mujer'}),0.006576726337246322,0.5769100924331323,0.004388757601268338,0.6673164392462638,1.1567078614136226,1.0,0.000594577802140147,1.2717487651277528,0.1363743728256999,0.007578608694368806,0.21368117082500523,0.33746189515146136
"frozenset({'Entre 25 y 32 Años', 'AVIANCA'})",frozenset({'ANDINA'}),0.016298657732460996,0.5312020580580923,0.009110838564658321,0.5589931830099633,1.052317427107618,1.0,0.0004529580335906006,1.063017449801686,0.05054012959791476,0.01692238088056704,0.05928167013010219,0.28807227229014715
"frozenset({'Entre 33 y 43 Años', 'AVIANCA'})",frozenset({'ANDINA'}),0.03329387582422748,0.5312020580580923,0.019418222531804603,0.5832370684122705,1.0979570947906374,1.0,0.001732447173244403,1.1248551788325847,0.09229029986204136,0.03562468640240842,0.11099666977767211,0.3098961577932798
"frozenset({'AVIANCA', 'Entre 43 y 54 Años'})",frozenset({'ANDINA'}),0.050233540022307024,0.5312020580580923,0.028247018251590764,0.5623139089749043,1.0585687695385577,1.0,0.001562858408197726,1.0710825670606656,0.05825459592650591,0.051062186172267286,0.06636516104984803,0.3077447828129419
"frozenset({'Entre 55 y 66 Años', 'AVIANCA'})",frozenset({'ANDINA'}),0.06496814197865876,0.5312020580580923,0.0356869666292034,0.5492994803657173,1.034068810602473,1.0,0.0011757559019295247,1.040153985893582,0.03523555564479303,0.06367178267267473,0.038603885999712,0.30824050483432075
"frozenset({'Entre 67 y 78 Años', 'AVIANCA'})",frozenset({'ANDINA'}),0.051455725683419724,0.5312020580580923,0.024841137230937536,0.48276721202557926,0.9088202967255519,1.0,-0.00249225015096766,0.9063577422804289,-0.09565281213525194,0.0445328001348318,-0.10331710466108435,0.26476560995470666
"frozenset({'Hombre', 'AVIANCA'})",frozenset({'ANDINA'}),0.08652732610562931,0.5312020580580923,0.045703760998602606,0.5282003160806006,0.9943491522068549,1.0,-0.00025973270697138284,0.9936376770061497,-0.006182806398441206,0.07989810097267254,-0.0064030613382335825,0.3071193447182296
"frozenset({'Mas de 79 Años', 'AVIANCA'})",frozenset({'ANDINA'}),0.016696081741144495,0.5312020580580923,0.008401458076040461,0.5031993857179422,0.9472843301049716,1.0,-0.00046753490636163193,0.9436339820541132,-0.053562815997363906,0.015572770622435563,-0.05973292507248273,0.25950766116274004
"frozenset({'Mujer', 'AVIANCA'})",frozenset({'ANDINA'}),0.15341848748114373,0.5312020580580923,0.0816984107313029,0.5325199855157238,1.0024810285232129,1.0,0.0002021944371596862,1.002819216686911,0.002923390386233561,0.13550408255840327,0.0028112910482759735,0.3431595543201482
"frozenset({'ANDINA', 'AVIANCA'})",frozenset({'Mujer'}),0.1274021717299055,0.5769100924331323,0.0816984107313029,0.641263878173951,1.1115490725242907,1.0,0.008198812062421332,1.1793903145667162,0.11500671411145397,0.13121842741049858,0.15210427994113254,0.39143882199895397
"frozenset({'San Andrés', 'AVIANCA'})",frozenset({'ANDINA'}),0.004978483549637404,0.5312020580580923,0.0035127154315896534,0.7055793991416309,1.3282693250869686,1.0,0.0008681347240139079,1.5922728931846137,0.24837717716791385,0.006594570309992941,0.3719669509665788,0.3560960830630322
"frozenset({'Mujer', 'CIC COLOMBIA TRAVEL S.A.S'})",frozenset({'ANDINA'}),0.008901443119222929,0.5312020580580923,0.004038340733396865,0.4536725876140183,0.8540490021301925,1.0,-0.0006901241712213993,0.8580897302855833,-0.14706905634084314,0.00753330197779071,-0.16537928925823067,0.23063742811375465
"frozenset({'ANDINA', 'CIC COLOMBIA TRAVEL S.A.S'})",frozenset({'Mujer'}),0.006692107501057661,0.5769100924331323,0.004038340733396865,0.6034482758620691,1.046000553252607,1.0,0.00017759637638923177,1.0669223756034059,0.044273846450743164,0.006967896064060404,0.06272469031831612,0.30522411200530064
"frozenset({'Entre 43 y 54 Años', 'COPA AIRLINES'})",frozenset({'ANDINA'}),0.007551056164986517,0.5312020580580923,0.0038930459345233263,0.5155631013016412,0.9705593069168026,1.0,-0.00011809064082975683,0.9677172469758772,-0.029658049448975057,0.007278625130831489,-0.03335969584608169,0.2614459245698102
"frozenset({'Entre 55 y 66 Años', 'COPA AIRLINES'})",frozenset({'ANDINA'}),0.00961082360784079,0.5312020580580923,0.004854555632951151,0.5051133837261005,0.9508874750460046,1.0,-0.000250733647167177,0.9472835322797398,-0.04956549468134358,0.009057711014367953,-0.055650146892548956,0.25712609775983636
"frozenset({'Hombre', 'COPA AIRLINES'})",frozenset({'ANDINA'}),0.011486835863884414,0.5312020580580923,0.005623763391693411,0.4895833333333333,0.9216518006784388,1.0,-0.0004780674597774943,0.9184612740086354,-0.07918653632980731,0.01047128750686283,-0.0887775329225235,0.25008509814569
"frozenset({'Mujer', 'COPA AIRLINES'})",frozenset({'ANDINA'}),0.02183268021896781,0.5312020580580923,0.010576606682706073,0.4844392248972401,0.9119678991233536,1.0,-0.001020957982533828,0.9092971470695544,-0.0898204900227491,0.019497553943232576,-0.099750508645891,0.2521749642043821
"frozenset({'ANDINA', 'COPA AIRLINES'})",frozenset({'Mujer'}),0.016200370074399485,0.5769100924331323,0.010576606682706073,0.6528620416776575,1.1316530083989276,1.0,0.0012304496856333155,1.218794710931607,0.11825264143678155,0.018156209423622883,0.17951727962813976,0.3355976196047638
"frozenset({'Entre 33 y 43 Años', 'Cancun'})",frozenset({'ANDINA'}),0.00454259915301679,0.5312020580580923,0.003273406351092061,0.7206020696142992,1.3565498451730285,1.0,0.0008603683320765956,1.6778862366472995,0.264035192312831,0.006147573875218696,0.4040120371937914,0.36338216589600364
"frozenset({'Cancun', 'Entre 43 y 54 Años'})",frozenset({'ANDINA'}),0.006739114641869688,0.5312020580580923,0.005162238736448055,0.7660114140773621,1.4420339726801115,1.0,0.0015824071691974534,2.0035077356162287,0.3086148524956457,0.009689269615156327,0.5008753985706847,0.38786472316836207
"frozenset({'Entre 55 y 66 Años', 'Cancun'})",frozenset({'ANDINA'}),0.006140841940625708,0.5312020580580923,0.004807548492139124,0.7828810020876826,1.4737913571902366,1.0,0.0015455206150692983,2.159175136443978,0.3234642473233864,0.0090276607525458,0.5368601726088161,0.39596566093282404
"frozenset({'Hombre', 'Cancun'})",frozenset({'ANDINA'}),0.008892896366348015,0.5312020580580923,0.006713474383244946,0.754925516578568,1.4211645175817622,1.0,0.001989549531343549,1.9128794454531568,0.2990107695460908,0.012586628209750431,0.47722790248127617,0.3837818926764768
"frozenset({'Mujer', 'Cancun'})",frozenset({'ANDINA'}),0.013764545505048994,0.5312020580580923,0.010439858636707449,0.7584601055572804,1.42781846201796,1.0,0.0031281037361911603,1.9408716850833998,0.30381269549154205,0.01953103139515362,0.4847675878392601,0.38905668887533784
"frozenset({'ANDINA', 'Cancun'})",frozenset({'Mujer'}),0.017153333019952394,0.5769100924331323,0.010439858636707449,0.6086198305929248,1.0549647832057434,1.0,0.0005439276986304135,1.081020298519037,0.0530103641820249,0.01788800046861729,0.07494798999614734,0.3133579964217874
"frozenset({'PRICE RES S.A.S.', 'Cancun'})",frozenset({'ANDINA'}),0.0062348562222497616,0.5312020580580923,0.004247736178832257,0.6812885538039753,1.2825412542537054,1.0,0.0009357677218768817,1.470916553318803,0.22168012893571426,0.007966658651919532,0.32015178036869757,0.34464250706167554
"frozenset({'SOLARIS MAYORISTA DE TURISMO', 'Cancun'})",frozenset({'ANDINA'}),0.005046857572636716,0.5312020580580923,0.003948599828210267,0.7823878069432685,1.4728629060727518,1.0,0.001267698698899576,2.1542815931260435,0.3226786967939159,0.007417992646232399,0.5358081305662014,0.3949105681271187
"frozenset({'SOLARIS MAYORISTA DE TURISMO', 'ANDINA'})",frozenset({'Cancun'}),0.008709141179537364,0.02643083326567154,0.003948599828210267,0.45338567222767423,17.15366548116109,1.0,0.0037184099698067213,1.7810897323200732,0.9499769048480299,0.1265926839293054,0.4385459744931629,0.30138968332483146
"frozenset({'Eje Cafetero', 'Mujer'})",frozenset({'ANDINA'}),0.011555209886883726,0.5312020580580923,0.005598123133068669,0.4844674556213017,0.91202104410582,1.0,-0.0005400281401371819,0.909346940466943,-0.0889160056297088,0.01042172173207424,-0.09969028926023271,0.24750302510359964
"frozenset({'Eje Cafetero', 'ANDINA'})",frozenset({'Mujer'}),0.007952753550107475,0.5769100924331323,0.005598123133068669,0.7039226222461042,1.220160006695833,1.0,0.0010100993473782446,1.428984243161417,0.18188181851602617,0.00966418791312559,0.30020222071333175,0.35681312703552687
"frozenset({'Mujer', 'Entre 18 y 24 Años'})",frozenset({'ANDINA'}),0.0070852581333037045,0.5312020580580923,0.004551145905891704,0.6423401688781665,1.2092200305592944,1.0,0.0007874422036079388,1.3107369101849629,0.17425528947196295,0.008526957997726143,0.23707038977113545,0.32545390246732026
"frozenset({'ANDINA', 'Entre 18 y 24 Años'})",frozenset({'Mujer'}),0.0069356899579927096,0.5769100924331323,0.004551145905891704,0.6561922365988909,1.1374254761801519,1.0,0.0005498763711385829,1.2306002150197604,0.12166535428489432,0.007856357748286724,0.1873884078722166,0.3320405335259993
"frozenset({'Hombre', 'Entre 25 y 32 Años'})",frozenset({'ANDINA'}),0.02637100599554714,0.5312020580580923,0.016260197344523882,0.616593744935991,1.1607517997766497,1.0,0.0022518646866269507,1.2227185544055421,0.14224040488906442,0.030038446053161343,0.18215030237585852,0.3236019688036216
"frozenset({'ANDINA', 'Entre 25 y 32 Años'})",frozenset({'Mujer'}),0.041772254676142165,0.5769100924331323,0.025512057331618286,0.6107416879795396,1.0586427521205632,1.0,0.0014132220252647681,1.0869129688478665,0.05780909539551454,0.04300966816996384,0.07996313535571728,0.3274817913160859
"frozenset({'Mujer', 'Entre 25 y 32 Años'})",frozenset({'ANDINA'}),0.04031075993453187,0.5312020580580923,0.025512057331618286,0.6328845542245309,1.1914196201312885,1.0,0.004098898692509269,1.2769768946976656,0.1674137315841725,0.04672531463277191,0.2169004747444879,0.3404557922564672
"frozenset({'PRICE RES S.A.S.', 'Entre 25 y 32 Años'})",frozenset({'ANDINA'}),0.00852965936916417,0.5312020580580923,0.005367360805445991,0.6292585170340682,1.18459352234899,1.0,0.0008363881940114948,1.2644874217784432,0.1571691760606453,0.01004438402175217,0.20916571981906618,0.31968134813531174
"frozenset({'San Andrés', 'Entre 25 y 32 Años'})",frozenset({'ANDINA'}),0.005414367946258018,0.5312020580580923,0.0038118517822116433,0.7040252565114443,1.3253436161093564,1.0,0.0009357283860756179,1.5839119798410586,0.2468150385098405,0.0071543150465190886,0.36865178575115815,0.3556005772521423
"frozenset({'Hombre', 'Entre 33 y 43 Años'})",frozenset({'ANDINA'}),0.05709658258086297,0.5312020580580923,0.03557158546539206,0.6230072599356336,1.1728253881642556,1.0,0.005241763290353831,1.2435198138347883,0.15628128468760874,0.06435651219248195,0.19583106849244133,0.3449857907819433
"frozenset({'Mujer', 'Entre 33 y 43 Años'})",frozenset({'ANDINA'}),0.09071950839077464,0.5312020580580923,0.05539577875875508,0.6106269725375665,1.1495192145335933,1.0,0.007205389195557216,1.203981552078969,0.1430483650223637,0.09778156610420079,0.16942248967747459,0.3574553952829017
"frozenset({'Entre 33 y 43 Años', 'ANDINA'})",frozenset({'Mujer'}),0.09096736422414714,0.5769100924331323,0.05539577875875508,0.6089632169868934,1.0555599996848317,1.0,0.002915788255803943,1.0819695894252657,0.05790283593333623,0.09044479330193618,0.07575960565472768,0.35249236396933203
"frozenset({'Entre 33 y 43 Años', 'PRICE RES S.A.S.'})",frozenset({'ANDINA'}),0.022251471109838595,0.5312020580580923,0.012636374125560346,0.5678893796811983,1.0690647204139672,1.0,0.0008163468771939016,1.084902614974006,0.0660731617047139,0.023365335229742004,0.07825828217405499,0.29583882121101873
"frozenset({'Punta Cana', 'Entre 33 y 43 Años'})",frozenset({'ANDINA'}),0.0042007290380202305,0.5312020580580923,0.003222125833842577,0.7670396744659206,1.4439696963335882,1.0,0.0009906899235018404,2.012350990955874,0.30876171518995627,0.006054571442337032,0.5030687964006735,0.3865526999496652
"frozenset({'Entre 33 y 43 Años', 'SERVINCLUIDOS LTDA'})",frozenset({'ANDINA'}),0.006563906207933951,0.5312020580580923,0.004098168003521262,0.6243489583333334,1.1753511660247644,1.0,0.0006114075169664597,1.2479612457933629,0.15017618957923645,0.007679249211255426,0.19869306569350004,0.3160319265742529
"frozenset({'Entre 33 y 43 Años', 'San Andrés'})",frozenset({'ANDINA'}),0.014067955232108442,0.5312020580580923,0.009922780087775153,0.7053462940461726,1.3278304994236974,1.0,0.0024498533158100405,1.5910132215183095,0.25041465019904136,0.01853522251047695,0.3714697109520583,0.36201307703394664
"frozenset({'Entre 33 y 43 Años', 'Santa Marta'})",frozenset({'ANDINA'}),0.009850132688338384,0.5312020580580923,0.006230582845812305,0.6325379609544468,1.190767150388699,1.0,0.0009981720896216663,1.2757724394050733,0.16179899269648648,0.011649833802096653,0.21616115138345002,0.32213358769334505
